order_id,customer_id,date_of_sale,mode,total,  transaction_id,store_id,time_of_sale
623,,12/26/2018,,,2138,,10:59 PM
624,,9/22/2018,,,15,,4:14 AM
625,,9/9/2018,,,374,,6:16 PM
626,,12/3/2018,,,7332,,8:07 PM
627,,7/30/2018,,,74685,,4:30 PM
628,,5/14/2018,,,55,,10:23 AM
629,,6/20/2018,,,24,,2:36 PM
630,,4/7/2019,,,85,,12:31 PM
631,,6/12/2018,,,5,,8:13 PM
632,,3/17/2019,,,3,,11:52 AM
633,,1/28/2019,,,41,,11:16 PM
634,,7/25/2018,,,203,,4:58 AM
635,,9/19/2018,,,981,,3:27 AM
636,,9/23/2018,,,7049,,11:13 AM
637,,6/14/2018,,,51,,3:45 AM
638,,11/9/2018,,,2,,12:43 AM
639,,4/14/2019,,,4,,5:48 PM
640,,11/17/2018,,,75034,,5:23 AM
641,,8/22/2018,,,9975,,2:34 PM
642,,9/14/2018,,,9701,,4:38 PM
643,,12/27/2018,,,308,,4:30 PM
644,,12/29/2018,,,02,,10:33 AM
645,,2/15/2019,,,0,,3:34 AM
646,,2/24/2019,,,0,,7:54 AM
647,,7/26/2018,,,90213,,6:52 AM
648,,2/23/2019,,,6892,,1:09 AM
649,,9/29/2018,,,88485,,11:56 AM
650,,6/30/2018,,,61320,,7:05 PM
651,,12/7/2018,,,6103,,3:10 AM
652,,5/1/2019,,,023,,2:17 PM
653,,2/14/2019,,,633,,2:39 AM
654,,5/31/2018,,,7356,,5:26 PM
655,,3/8/2019,,,94834,,4:35 AM
656,,5/12/2018,,,7,,7:45 AM
657,,12/17/2018,,,3653,,7:28 AM
658,,3/11/2019,,,1661,,6:36 AM
659,,8/3/2018,,,81849,,10:28 PM
660,,11/28/2018,,,5,,7:12 AM
661,,2/15/2019,,,268,,5:17 AM
662,,7/19/2018,,,62362,,10:24 AM
663,,2/18/2019,,,17905,,10:32 AM
664,,5/8/2018,,,55,,1:37 PM
665,,8/6/2018,,,7725,,1:23 AM
666,,7/31/2018,,,947,,1:26 AM
667,,4/18/2019,,,16390,,7:50 AM
668,,12/31/2018,,,61090,,2:49 AM
669,,4/2/2019,,,9680,,10:11 PM
670,,12/8/2018,,,15,,8:49 PM
671,,4/17/2019,,,350,,12:45 AM
672,,2/3/2019,,,3817,,6:49 AM
673,,5/1/2019,,,6072,,9:39 PM
674,,11/30/2018,,,64466,,12:14 AM
675,,5/11/2018,,,397,,4:32 AM
676,,10/30/2018,,,0,,4:46 AM
677,,2/17/2019,,,7,,2:33 AM
678,,10/29/2018,,,8,,4:13 AM
679,,12/21/2018,,,83259,,1:25 PM
680,,11/1/2018,,,7,,12:04 PM
681,,10/23/2018,,,13,,12:14 AM
682,,6/15/2018,,,2,,12:16 PM
683,,9/24/2018,,,5,,9:26 AM
684,,9/23/2018,,,2,,6:32 PM
685,,8/26/2018,,,1,,4:32 AM
686,,2/7/2019,,,625,,7:05 AM
687,,8/17/2018,,,6,,12:50 PM
688,,9/28/2018,,,7468,,8:24 PM
689,,2/18/2019,,,51870,,12:21 PM
690,,5/7/2018,,,91,,2:21 PM
691,,5/2/2018,,,39287,,8:33 AM
692,,7/2/2018,,,0620,,10:34 PM
693,,12/20/2018,,,16,,9:55 PM
694,,10/21/2018,,,2,,5:43 PM
695,,3/20/2019,,,08,,3:59 PM
696,,4/2/2019,,,6,,10:00 PM
697,,3/18/2019,,,47336,,5:59 PM
698,,12/5/2018,,,5,,1:15 AM
699,,5/10/2018,,,6,,2:50 PM
700,,5/3/2018,,,06,,11:50 PM
701,,7/10/2018,,,13,,7:56 AM
702,,4/7/2019,,,373,,5:46 AM
703,,7/27/2018,,,2,,8:03 PM
704,,2/7/2019,,,88573,,4:41 PM
705,,9/14/2018,,,338,,11:54 PM
706,,10/28/2018,,,095,,11:32 AM
707,,1/2/2019,,,30395,,8:49 PM
708,,3/15/2019,,,8801,,7:16 AM
709,,12/30/2018,,,44,,9:49 PM
710,,11/24/2018,,,13,,11:12 AM
711,,1/5/2019,,,303,,3:56 AM
712,,8/17/2018,,,95793,,11:09 PM
713,,6/26/2018,,,4260,,12:22 AM
714,,4/28/2019,,,626,,9:59 AM
715,,1/16/2019,,,1781,,9:12 AM
716,,2/12/2019,,,6,,10:23 PM
717,,11/23/2018,,,4268,,3:59 AM
718,,4/14/2019,,,12,,1:01 PM
719,,10/20/2018,,,392,,2:17 AM
720,,12/10/2018,,,43,,6:32 AM
721,,3/16/2019,,,6,,11:28 PM
722,,9/14/2018,,,66,,8:34 AM
723,,1/23/2019,,,65656,,10:19 PM
724,,8/19/2018,,,8119,,1:38 PM
725,,11/10/2018,,,5837,,5:54 AM
726,,1/5/2019,,,29,,1:53 AM
727,,4/30/2019,,,09705,,11:50 PM
728,,6/27/2018,,,1277,,3:33 PM
729,,5/8/2018,,,1201,,11:59 AM
730,,4/26/2019,,,8,,12:26 AM
731,,9/14/2018,,,86,,1:10 AM
732,,9/9/2018,,,94,,9:24 AM
733,,10/17/2018,,,877,,12:13 PM
734,,2/12/2019,,,02,,10:34 AM
735,,7/31/2018,,,63445,,12:28 AM
736,,9/10/2018,,,38,,1:25 PM
737,,2/13/2019,,,690,,1:33 PM
738,,11/9/2018,,,9,,7:25 PM
739,,7/21/2018,,,66,,2:31 AM
740,,7/14/2018,,,365,,10:28 PM
741,,6/17/2018,,,138,,7:25 PM
742,,2/26/2019,,,9066,,5:02 PM
743,,8/3/2018,,,7513,,4:03 PM
744,,6/18/2018,,,862,,10:56 AM
745,,1/27/2019,,,16324,,9:03 AM
746,,3/28/2019,,,8,,5:43 PM
747,,7/26/2018,,,3,,9:53 PM
748,,12/1/2018,,,735,,10:23 AM
749,,10/12/2018,,,7443,,11:15 PM
750,,4/19/2019,,,12,,1:51 AM
751,,1/24/2019,,,4828,,9:04 PM
752,,4/10/2019,,,02,,10:26 PM
753,,9/12/2018,,,93,,9:19 PM
754,,5/24/2018,,,07,,5:53 AM
755,,1/7/2019,,,91767,,6:16 AM
756,,12/7/2018,,,3912,,3:31 PM
757,,8/31/2018,,,9902,,11:32 PM
758,,11/5/2018,,,3030,,7:25 PM
759,,5/13/2018,,,2,,5:57 AM
760,,6/3/2018,,,78,,8:18 PM
761,,3/10/2019,,,0155,,7:55 AM
762,,5/21/2018,,,5639,,10:50 PM
763,,3/9/2019,,,175,,1:37 PM
764,,9/23/2018,,,99918,,10:20 PM
765,,2/11/2019,,,28761,,3:52 AM
766,,7/29/2018,,,467,,12:13 PM
767,,5/29/2018,,,78,,8:52 AM
768,,10/7/2018,,,2787,,5:30 AM
769,,7/27/2018,,,66,,2:38 PM
770,,7/22/2018,,,7629,,12:24 PM
771,,10/15/2018,,,02304,,11:44 AM
772,,7/24/2018,,,533,,2:47 AM
773,,3/21/2019,,,80,,4:11 PM
774,,8/21/2018,,,39,,2:26 PM
775,,7/29/2018,,,487,,9:05 AM
776,,1/19/2019,,,374,,10:51 AM
777,,2/6/2019,,,440,,3:34 AM
778,,4/18/2019,,,1042,,2:48 PM
779,,1/11/2019,,,93303,,5:49 AM
780,,10/2/2018,,,78503,,9:06 PM
781,,5/25/2018,,,3451,,5:58 AM
782,,7/7/2018,,,70,,2:04 PM
783,,5/27/2018,,,8,,4:09 PM
784,,7/28/2018,,,6162,,2:31 AM
785,,12/6/2018,,,64,,2:18 PM
786,,6/10/2018,,,5489,,4:41 AM
787,,7/8/2018,,,5,,9:08 AM
788,,3/23/2019,,,6,,9:49 PM
789,,8/30/2018,,,19,,11:07 PM
790,,3/28/2019,,,09,,9:42 PM
791,,8/16/2018,,,835,,11:34 PM
792,,6/29/2018,,,263,,4:42 PM
793,,1/6/2019,,,37140,,12:51 AM
794,,8/5/2018,,,99,,9:39 AM
795,,8/24/2018,,,1929,,10:10 PM
796,,3/13/2019,,,87,,3:07 AM
797,,11/15/2018,,,6,,5:25 PM
798,,11/24/2018,,,0,,10:50 AM
799,,10/28/2018,,,4,,1:53 PM
800,,12/19/2018,,,184,,7:49 PM
801,,6/29/2018,,,8,,9:22 PM
802,,4/15/2019,,,91,,12:18 PM
803,,12/4/2018,,,5462,,1:47 AM
804,,4/24/2019,,,421,,12:57 AM
805,,5/11/2018,,,71095,,9:15 PM
806,,10/27/2018,,,5,,7:27 PM
807,,11/12/2018,,,62,,1:04 AM
808,,10/26/2018,,,961,,5:01 PM
809,,3/31/2019,,,3162,,9:18 AM
810,,5/12/2018,,,92880,,4:48 AM
811,,3/26/2019,,,320,,4:31 AM
812,,5/11/2018,,,2,,9:31 AM
813,,3/22/2019,,,736,,4:15 AM
814,,3/20/2019,,,7,,11:13 AM
815,,2/26/2019,,,61,,7:55 PM
816,,12/14/2018,,,535,,11:35 AM
817,,6/25/2018,,,48,,7:21 PM
818,,6/13/2018,,,26,,2:46 PM
819,,2/10/2019,,,07,,2:10 PM
820,,11/28/2018,,,1059,,4:21 AM
821,,4/21/2019,,,2237,,12:36 PM
822,,8/25/2018,,,151,,5:16 AM
823,,6/9/2018,,,5144,,2:57 PM
824,,6/29/2018,,,1850,,2:55 PM
825,,2/20/2019,,,8799,,12:58 AM
826,,4/10/2019,,,96,,10:09 AM
827,,3/19/2019,,,9,,12:34 AM
828,,7/28/2018,,,7,,8:51 AM
829,,7/15/2018,,,4,,11:42 AM
830,,2/6/2019,,,23,,5:56 AM
831,,2/9/2019,,,29902,,1:18 PM
832,,2/12/2019,,,83,,9:08 AM
833,,11/21/2018,,,288,,12:28 AM
834,,11/19/2018,,,400,,6:04 AM
835,,4/21/2019,,,77,,8:46 AM
836,,2/22/2019,,,05,,1:42 PM
837,,10/22/2018,,,0,,12:24 AM
838,,12/16/2018,,,29453,,8:08 PM
839,,9/23/2018,,,8192,,9:58 AM
840,,6/10/2018,,,945,,1:12 AM
841,,8/27/2018,,,542,,10:56 AM
842,,12/6/2018,,,9,,6:23 AM
843,,6/20/2018,,,9600,,3:01 AM
844,,7/30/2018,,,9314,,9:06 PM
845,,3/10/2019,,,356,,12:11 PM
846,,11/1/2018,,,14,,10:18 PM
847,,11/12/2018,,,390,,6:11 PM
848,,10/14/2018,,,897,,3:54 AM
849,,4/21/2019,,,1,,11:22 AM
850,,9/12/2018,,,477,,11:25 AM
851,,7/20/2018,,,8,,3:38 AM
852,,10/18/2018,,,0,,8:02 AM
853,,7/10/2018,,,4637,,9:02 PM
854,,6/27/2018,,,40962,,3:39 AM
855,,11/30/2018,,,2057,,6:21 AM
856,,9/14/2018,,,574,,1:44 PM
857,,10/24/2018,,,200,,7:43 AM
858,,2/9/2019,,,5,,12:38 AM
859,,1/27/2019,,,00892,,6:32 PM
860,,5/27/2018,,,02,,7:55 AM
861,,9/6/2018,,,87450,,9:42 PM
862,,10/13/2018,,,1249,,10:23 AM
863,,11/29/2018,,,1809,,4:37 PM
864,,4/25/2019,,,015,,9:22 PM
865,,12/17/2018,,,90274,,10:21 AM
866,,1/26/2019,,,00933,,9:59 PM
867,,1/10/2019,,,6,,11:46 PM
868,,9/11/2018,,,5955,,8:32 PM
869,,11/26/2018,,,33,,2:33 AM
870,,10/6/2018,,,5,,6:25 AM
871,,6/7/2018,,,189,,9:22 AM
872,,4/24/2019,,,7,,9:51 PM
873,,11/10/2018,,,88411,,7:38 AM
874,,5/4/2018,,,44352,,3:45 AM
875,,5/5/2018,,,81,,5:52 PM
876,,2/17/2019,,,2,,1:53 AM
877,,4/20/2019,,,3076,,9:46 AM
878,,1/6/2019,,,8444,,9:11 AM
879,,9/20/2018,,,15980,,7:52 AM
880,,2/14/2019,,,273,,3:15 PM
881,,5/22/2018,,,163,,5:07 PM
882,,1/4/2019,,,35,,5:09 AM
883,,5/18/2018,,,18896,,1:29 PM
884,,9/23/2018,,,8253,,8:44 AM
885,,7/20/2018,,,83,,2:59 PM
886,,3/30/2019,,,84274,,1:13 PM
887,,1/5/2019,,,6354,,1:33 AM
888,,3/22/2019,,,2080,,11:34 PM
889,,3/23/2019,,,01,,7:56 AM
890,,6/1/2018,,,37,,1:12 PM
891,,10/19/2018,,,46166,,10:35 PM
892,,2/20/2019,,,1,,7:16 AM
893,,7/4/2018,,,85571,,9:06 AM
894,,3/11/2019,,,109,,10:05 AM
895,,9/27/2018,,,34405,,1:39 PM
896,,3/4/2019,,,4728,,10:16 AM
897,,8/25/2018,,,63112,,3:37 PM
898,,5/1/2019,,,47,,5:16 AM
899,,6/14/2018,,,89,,4:50 PM
900,,7/2/2018,,,81427,,2:11 PM
901,,4/7/2019,,,10533,,7:08 PM
902,,6/25/2018,,,422,,3:45 PM
903,,11/17/2018,,,8,,5:26 PM
904,,12/1/2018,,,407,,12:58 AM
905,,7/12/2018,,,35477,,9:08 PM
906,,1/24/2019,,,6848,,6:36 AM
907,,8/15/2018,,,680,,8:33 PM
908,,2/4/2019,,,60,,4:33 AM
909,,8/15/2018,,,2,,10:01 PM
910,,9/8/2018,,,89817,,5:18 PM
911,,9/24/2018,,,075,,2:24 PM
912,,11/14/2018,,,0218,,9:22 PM
913,,10/26/2018,,,64,,8:42 AM
914,,1/2/2019,,,7815,,2:33 AM
915,,4/23/2019,,,05,,1:21 PM
916,,12/22/2018,,,03545,,3:02 AM
917,,1/8/2019,,,336,,8:09 AM
918,,7/27/2018,,,9849,,9:52 AM
919,,9/20/2018,,,48,,8:29 AM
920,,7/8/2018,,,9782,,10:51 PM
921,,8/10/2018,,,747,,4:41 PM
922,,1/26/2019,,,23,,2:37 PM
923,,9/12/2018,,,23,,1:57 PM
924,,2/13/2019,,,97493,,9:21 AM
925,,8/31/2018,,,3537,,8:20 AM
926,,12/8/2018,,,9,,4:26 PM
927,,3/3/2019,,,5,,10:29 PM
928,,10/24/2018,,,94478,,8:44 PM
929,,11/11/2018,,,8,,2:34 AM
930,,7/20/2018,,,86,,10:48 PM
931,,3/6/2019,,,9046,,8:12 PM
932,,9/17/2018,,,66733,,12:59 PM
933,,10/19/2018,,,7,,9:09 PM
934,,9/14/2018,,,27,,12:46 AM
935,,10/25/2018,,,454,,2:18 AM
936,,4/25/2019,,,181,,11:39 PM
937,,1/7/2019,,,7,,1:06 PM
938,,11/8/2018,,,96,,11:08 PM
939,,12/17/2018,,,9112,,10:39 AM
940,,12/17/2018,,,46155,,3:37 PM
941,,9/29/2018,,,3901,,9:34 PM
942,,9/15/2018,,,10,,11:55 AM
943,,12/23/2018,,,18,,8:47 PM
944,,10/22/2018,,,8052,,12:03 PM
945,,6/19/2018,,,99763,,5:50 AM
946,,12/31/2018,,,40455,,6:05 PM
947,,8/28/2018,,,84,,11:23 AM
948,,2/4/2019,,,5,,8:13 PM
949,,5/30/2018,,,50,,11:13 AM
950,,9/25/2018,,,11,,11:23 AM
951,,9/27/2018,,,268,,1:15 PM
952,,1/21/2019,,,68227,,9:45 PM
953,,5/19/2018,,,95052,,6:25 PM
954,,10/20/2018,,,780,,6:51 PM
955,,1/7/2019,,,37724,,7:57 PM
956,,10/5/2018,,,99,,12:13 AM
957,,1/10/2019,,,4433,,1:46 AM
958,,9/3/2018,,,6461,,3:02 PM
959,,6/1/2018,,,8,,11:04 PM
960,,12/29/2018,,,6,,9:40 PM
961,,10/30/2018,,,79119,,5:00 PM
962,,9/22/2018,,,1,,12:12 AM
963,,9/15/2018,,,5,,11:33 PM
964,,4/3/2019,,,5555,,6:47 AM
965,,5/13/2018,,,247,,2:38 AM
966,,2/18/2019,,,1505,,12:47 PM
967,,8/29/2018,,,97481,,1:02 AM
968,,4/15/2019,,,1718,,11:20 AM
969,,5/31/2018,,,0982,,1:01 AM
970,,5/9/2018,,,3196,,1:12 AM
971,,3/24/2019,,,34537,,10:27 PM
972,,2/5/2019,,,0236,,8:05 AM
973,,9/10/2018,,,51439,,4:25 PM
974,,7/6/2018,,,44,,11:52 AM
975,,8/29/2018,,,8,,7:37 PM
976,,2/9/2019,,,78728,,8:22 PM
977,,6/8/2018,,,659,,7:00 AM
978,,5/20/2018,,,373,,12:33 PM
979,,10/19/2018,,,29,,9:20 PM
980,,8/15/2018,,,9,,8:28 AM
981,,3/12/2019,,,38374,,4:34 PM
982,,1/9/2019,,,6341,,4:47 PM
983,,5/4/2018,,,00,,4:26 PM
984,,5/23/2018,,,86,,4:34 AM
985,,4/22/2019,,,7215,,1:28 PM
986,,1/27/2019,,,36,,12:46 PM
987,,5/8/2018,,,2100,,2:15 AM
988,,9/25/2018,,,1,,3:00 PM
989,,7/25/2018,,,725,,6:32 PM
990,,3/31/2019,,,34,,10:22 PM
991,,8/28/2018,,,848,,2:15 AM
992,,8/1/2018,,,3,,7:00 PM
993,,8/2/2018,,,8594,,6:54 AM
994,,11/13/2018,,,38,,12:12 PM
995,,9/4/2018,,,6084,,9:11 PM
996,,3/6/2019,,,8,,4:01 PM
997,,6/5/2018,,,55,,5:56 PM
998,,2/14/2019,,,6582,,7:33 AM
999,,1/30/2019,,,05,,10:34 PM
1000,,1/5/2019,,,54,,3:43 AM
