inventory_price_id,offer_description,offer_percent,offer_quantity,offers,unit_price,order_id,inventory_id,offer_expiry_date
208,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,51.34,,No,42.9,208,208,12/1/2019
209,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,65.85,,Yes,51.5,209,209,11/29/2019
210,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,62.13,,No,54.21,210,210,11/7/2019
211,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,55.11,,No,62.89,211,211,6/20/2019
212,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,29.73,,No,62.58,212,212,8/12/2019
213,erat tortor sollicitudin mi sit amet lobortis sapien sapien non,77.52,,No,53.55,213,213,5/10/2019
214,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,2.79,,Yes,60.2,214,214,6/30/2019
215,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,54.22,,Yes,47.56,215,215,7/8/2019
216,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,75.94,,No,64.28,216,216,6/10/2019
217,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus,23.77,,Yes,35.68,217,217,12/11/2019
218,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,3.5,,No,51.66,218,218,8/30/2019
219,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in,63.91,,No,64.35,219,219,9/24/2019
220,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit,30.56,,No,58.95,220,220,5/3/2019
221,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus,55.04,,Yes,57.27,221,221,5/4/2019
222,aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non,66.92,,Yes,43.6,222,222,12/9/2019
223,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet,75.82,,Yes,72.49,223,223,6/20/2019
224,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,70.2,,Yes,56.9,224,224,12/13/2019
225,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam,57.85,,No,45.53,225,225,6/29/2019
226,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,21.62,,Yes,34.15,226,226,10/12/2019
227,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,70.71,,Yes,64.34,227,227,12/13/2019
228,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,26.56,,Yes,55.65,228,228,5/13/2019
229,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,14.67,,No,57.02,229,229,10/7/2019
230,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet,37.98,,Yes,61.36,230,230,9/5/2019
231,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,30.82,,Yes,66.46,231,231,10/29/2019
232,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,20.67,,Yes,49.31,232,232,7/10/2019
233,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,54.09,,Yes,39.45,233,233,11/24/2019
234,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla,48.16,,Yes,32.22,234,234,7/12/2019
235,turpis enim blandit mi in porttitor pede justo eu massa donec,43.12,,No,47.52,235,235,12/23/2019
236,augue aliquam erat volutpat in congue etiam justo etiam pretium,34.56,,No,39.27,236,236,9/11/2019
237,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,0.72,,No,40.58,237,237,10/31/2019
238,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,45.14,,Yes,46.31,238,238,6/12/2019
239,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu,16.72,,No,47.18,239,239,11/9/2019
240,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien,26.0,,No,51.75,240,240,9/26/2019
241,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,60.8,,No,42.82,241,241,5/27/2019
242,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac,32.2,,Yes,64.2,242,242,8/3/2019
243,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique,19.34,,Yes,50.51,243,243,7/31/2019
244,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam,62.42,,No,50.74,244,244,10/22/2019
245,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,21.04,,Yes,35.15,245,245,9/30/2019
246,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,70.0,,No,58.05,246,246,12/26/2019
247,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec,19.66,,No,44.68,247,247,11/30/2019
248,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,21.99,,Yes,51.52,248,248,9/28/2019
249,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,18.35,,No,49.8,249,249,10/5/2019
250,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,48.33,,Yes,44.81,250,250,8/30/2019
251,convallis nunc proin at turpis a pede posuere nonummy integer non,16.44,,Yes,69.85,251,251,12/24/2019
252,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,19.72,,Yes,41.84,252,252,7/10/2019
253,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,54.11,,No,45.45,253,253,12/22/2019
254,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla,6.54,,Yes,54.97,254,254,6/18/2019
255,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,37.59,,No,42.6,255,255,5/20/2019
256,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie,77.91,,Yes,23.12,256,256,9/2/2019
257,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,11.37,,Yes,27.81,257,257,10/12/2019
258,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,22.5,,No,33.79,258,258,10/21/2019
259,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in,53.65,,No,45.52,259,259,6/22/2019
260,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,36.54,,No,49.67,260,260,7/18/2019
261,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,46.07,,No,64.02,261,261,7/15/2019
262,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget,51.63,,No,29.59,262,262,10/18/2019
263,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,63.61,,Yes,54.12,263,263,6/3/2019
264,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet,16.94,,Yes,53.35,264,264,12/21/2019
265,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,26.57,,No,55.1,265,265,6/11/2019
266,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,47.98,,No,59.81,266,266,10/2/2019
267,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,10.87,,No,57.16,267,267,9/18/2019
268,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,37.99,,No,33.79,268,268,8/29/2019
269,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra,10.3,,Yes,64.63,269,269,9/3/2019
270,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,45.24,,No,63.48,270,270,5/16/2019
271,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,47.65,,Yes,59.98,271,271,9/2/2019
272,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,25.86,,Yes,50.22,272,272,11/24/2019
273,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,49.08,,No,55.17,273,273,10/6/2019
274,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,31.71,,Yes,40.81,274,274,10/5/2019
275,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,74.47,,No,44.38,275,275,6/22/2019
276,et commodo vulputate justo in blandit ultrices enim lorem ipsum,15.15,,No,42.89,276,276,12/2/2019
277,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,44.82,,Yes,49.54,277,277,10/11/2019
278,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,65.56,,Yes,60.41,278,278,10/13/2019
279,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer,18.13,,Yes,54.22,279,279,9/10/2019
280,sapien arcu sed augue aliquam erat volutpat in congue etiam justo,76.78,,No,39.75,280,280,7/15/2019
281,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,74.6,,Yes,44.98,281,281,6/13/2019
282,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,35.39,,No,51.4,282,282,6/21/2019
283,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,62.05,,Yes,29.74,283,283,6/16/2019
284,at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat,61.55,,No,50.46,284,284,10/17/2019
285,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,1.48,,Yes,54.07,285,285,10/15/2019
286,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,52.45,,Yes,50.35,286,286,10/12/2019
287,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,11.95,,No,38.82,287,287,7/9/2019
288,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio,13.35,,No,51.18,288,288,10/8/2019
289,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,43.14,,No,45.15,289,289,8/13/2019
290,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,44.14,,No,50.78,290,290,11/18/2019
291,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,71.73,,Yes,24.88,291,291,10/23/2019
292,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,32.1,,Yes,50.82,292,292,12/9/2019
293,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,67.3,,No,58.84,293,293,5/17/2019
294,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,19.79,,Yes,37.5,294,294,8/2/2019
295,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat,49.64,,Yes,46.29,295,295,12/22/2019
296,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,66.87,,Yes,67.5,296,296,6/20/2019
297,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus,8.55,,Yes,47.8,297,297,9/27/2019
298,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,70.9,,Yes,63.01,298,298,12/1/2019
299,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum,35.75,,No,33.91,299,299,9/23/2019
300,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,14.23,,Yes,52.43,300,300,6/29/2019
301,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,0.0,,Yes,38.09,301,301,9/24/2019
302,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor,31.02,,Yes,32.12,302,302,9/22/2019
303,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,57.58,,Yes,43.81,303,303,10/12/2019
304,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,30.88,,No,33.17,304,304,7/22/2019
305,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,15.98,,No,50.51,305,305,10/29/2019
306,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,71.5,,No,75.2,306,306,6/9/2019
307,semper est quam pharetra magna ac consequat metus sapien ut,34.02,,Yes,50.82,307,307,6/25/2019
308,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat,70.62,,Yes,74.64,308,308,7/20/2019
309,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,44.71,,No,50.31,309,309,7/18/2019
310,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,64.76,,No,59.97,310,310,7/5/2019
311,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,30.77,,No,43.87,311,311,12/20/2019
312,potenti in eleifend quam a odio in hac habitasse platea dictumst,28.1,,No,50.11,312,312,11/15/2019
313,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna,64.93,,No,52.86,313,313,9/24/2019
314,porttitor pede justo eu massa donec dapibus duis at velit,29.81,,No,50.24,314,314,9/13/2019
315,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,8.82,,Yes,57.25,315,315,12/4/2019
316,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,5.24,,No,72.73,316,316,6/18/2019
317,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,48.13,,No,60.99,317,317,11/12/2019
318,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,34.49,,No,56.49,318,318,9/14/2019
319,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,9.17,,Yes,58.37,319,319,6/30/2019
320,turpis enim blandit mi in porttitor pede justo eu massa donec,2.42,,Yes,52.09,320,320,7/23/2019
321,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,0.87,,Yes,54.46,321,321,7/18/2019
322,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,34.76,,Yes,53.72,322,322,8/10/2019
323,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,77.01,,Yes,56.27,323,323,5/21/2019
324,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis,9.39,,No,56.61,324,324,10/5/2019
325,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at,78.59,,Yes,54.7,325,325,8/7/2019
326,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,2.87,,Yes,38.7,326,326,12/13/2019
327,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,31.76,,No,35.42,327,327,6/6/2019
328,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia,54.13,,Yes,48.37,328,328,12/1/2019
329,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,69.75,,Yes,63.07,329,329,11/17/2019
330,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula,49.21,,No,67.87,330,330,5/21/2019
331,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id,10.82,,Yes,34.47,331,331,7/31/2019
332,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,26.81,,No,56.83,332,332,9/6/2019
333,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,41.62,,Yes,48.41,333,333,10/15/2019
334,in sagittis dui vel nisl duis ac nibh fusce lacus,71.34,,No,50.22,334,334,5/19/2019
335,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,18.19,,Yes,63.19,335,335,11/27/2019
336,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi,62.0,,No,46.24,336,336,7/28/2019
337,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,38.01,,No,67.61,337,337,10/18/2019
338,metus sapien ut nunc vestibulum ante ipsum primis in faucibus,0.72,,Yes,36.14,338,338,11/8/2019
339,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo,45.02,,Yes,56.22,339,339,8/24/2019
340,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,67.7,,Yes,47.78,340,340,7/20/2019
341,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,76.32,,Yes,55.55,341,341,9/10/2019
342,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam,35.07,,Yes,41.62,342,342,11/1/2019
343,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris,62.38,,No,52.46,343,343,11/12/2019
344,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,41.19,,Yes,43.33,344,344,12/20/2019
345,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium,8.9,,Yes,51.3,345,345,6/8/2019
346,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,7.42,,No,60.93,346,346,7/26/2019
347,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,31.63,,Yes,30.72,347,347,12/19/2019
348,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,27.55,,Yes,47.17,348,348,12/13/2019
349,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et,28.03,,Yes,45.79,349,349,12/2/2019
350,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,47.26,,Yes,60.51,350,350,6/1/2019
351,cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,59.25,,No,52.84,351,351,12/28/2019
352,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis,67.45,,No,52.01,352,352,5/15/2019
353,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,59.6,,Yes,42.04,353,353,6/22/2019
354,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,77.91,,No,37.48,354,354,9/18/2019
355,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique,69.65,,Yes,37.62,355,355,5/2/2019
356,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,0.59,,Yes,56.77,356,356,7/31/2019
357,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim,11.95,,No,56.31,357,357,10/3/2019
358,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis,72.45,,Yes,62.26,358,358,11/20/2019
359,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,10.24,,No,24.41,359,359,8/11/2019
360,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor,43.86,,Yes,48.99,360,360,11/14/2019
361,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,28.71,,No,57.74,361,361,8/11/2019
362,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,73.82,,No,49.22,362,362,6/5/2019
363,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,19.92,,Yes,49.68,363,363,10/4/2019
364,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,67.01,,Yes,50.33,364,364,8/27/2019
365,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,17.05,,Yes,56.0,365,365,10/9/2019
366,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,16.42,,Yes,56.13,366,366,12/11/2019
367,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem,39.96,,Yes,39.39,367,367,12/5/2019
368,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas,67.98,,Yes,48.54,368,368,5/13/2019
369,sed vel enim sit amet nunc viverra dapibus nulla suscipit,75.39,,No,46.22,369,369,8/3/2019
370,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,52.84,,Yes,53.53,370,370,7/13/2019
371,mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum,62.11,,Yes,36.5,371,371,12/17/2019
372,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus,73.27,,No,59.86,372,372,6/20/2019
373,mauris non ligula pellentesque ultrices phasellus id sapien in sapien,8.91,,Yes,37.73,373,373,9/14/2019
374,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et,65.08,,No,60.97,374,374,6/8/2019
375,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,44.43,,No,32.83,375,375,10/3/2019
376,nisi volutpat eleifend donec ut dolor morbi vel lectus in,39.0,,Yes,48.8,376,376,5/4/2019
377,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,11.04,,Yes,52.33,377,377,12/9/2019
378,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,25.97,,No,54.71,378,378,7/16/2019
379,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,76.73,,No,56.11,379,379,8/19/2019
380,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,36.1,,Yes,51.46,380,380,10/15/2019
381,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,33.94,,Yes,66.37,381,381,9/20/2019
382,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,28.17,,No,55.17,382,382,7/14/2019
383,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,48.03,,Yes,37.94,383,383,9/2/2019
384,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,46.73,,No,48.31,384,384,8/29/2019
385,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor,41.53,,No,60.86,385,385,7/3/2019
386,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien,20.02,,Yes,48.92,386,386,8/21/2019
387,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,63.11,,Yes,33.48,387,387,5/28/2019
388,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,57.11,,Yes,50.97,388,388,7/13/2019
389,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,69.49,,No,44.89,389,389,10/7/2019
390,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,45.76,,Yes,52.21,390,390,8/27/2019
391,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,52.17,,No,41.25,391,391,6/3/2019
392,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac,55.73,,No,49.88,392,392,9/29/2019
393,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque,34.63,,No,46.34,393,393,10/1/2019
394,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem,53.69,,Yes,40.74,394,394,11/6/2019
395,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu,14.66,,Yes,51.46,395,395,7/19/2019
396,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod,67.59,,Yes,45.23,396,396,5/31/2019
397,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt,19.22,,No,61.25,397,397,8/12/2019
398,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,71.87,,Yes,44.18,398,398,8/3/2019
399,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,63.74,,No,58.0,399,399,9/21/2019
400,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,71.34,,No,62.9,400,400,8/10/2019
401,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,33.81,,Yes,54.16,401,401,12/13/2019
402,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,1.47,,Yes,43.19,402,402,11/17/2019
403,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,76.7,,Yes,54.53,403,403,5/3/2019
404,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,45.73,,No,60.04,404,404,10/24/2019
405,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,49.05,,Yes,58.92,405,405,5/9/2019
406,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo,47.29,,Yes,62.43,406,406,11/30/2019
407,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla,8.64,,Yes,62.3,407,407,7/29/2019
408,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec,24.75,,No,42.58,408,408,11/6/2019
409,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,12.39,,No,77.2,409,409,12/28/2019
410,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,49.99,,No,46.74,410,410,6/23/2019
411,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,33.21,,No,43.62,411,411,7/28/2019
412,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,14.4,,Yes,53.96,412,412,7/20/2019
