inventory_id,aisle_number,expiry_date,manufactured_date,quantity,row_number,sku,product_id,store_id
236,E,8/23/2019,12/14/2018,37,3,1KYf24VADMyXJwrB9HqjoHK6TK4pv5ESxc,592,97
237,C,7/29/2019,12/28/2018,75,2,15s3QRvMZYjZidVMLjzD3V4ezwNdrzFxyB,625,9
238,L,9/28/2019,11/24/2018,79,5,16SvmaE7mjEkAPWctUz6BB8ZjuV6Xu7rdQ,852,4
239,B,8/27/2019,7/17/2018,52,10,15t7UkrRSjnHpGKFjAsopzP1Kph3QVdgtM,5,65
240,O,11/20/2019,12/29/2018,8,3,13Jju7LMskJZXzRhpFu5fae4vUPMrN8JsX,514,50
241,J,9/12/2019,5/8/2018,55,8,17sAgptt6kjkLXTeFE7FzhRoVTL8Z7AwEm,86,40
242,I,8/15/2019,9/21/2018,33,1,1Cer2UD9jyyxuE7ZAzh3s2d2b8J2WxZumX,631,94
243,F,6/3/2019,8/11/2018,37,8,1NnQatwiPMJFL3xjx7AQyPggUxTHXmvbME,610,57
244,P,6/9/2019,10/19/2018,52,5,1MMTLabMcqh8cC23B5vrUehj9vznfqm7DA,668,50
245,I,7/14/2019,7/23/2018,51,1,1M8j4dwqR8LsbtFzniAp5t7n9XRfS43Nz4,789,5
246,D,7/30/2019,2/11/2019,40,7,1GwcPgcSWcSenT9fpWFR8pd6mMV3RtBUGg,309,93
247,B,6/19/2019,4/19/2019,75,8,1NVWJuMTN5XEdEnkoxSefz52uzVYaSRKnE,870,88
248,I,7/17/2019,11/8/2018,75,7,13UxQxeUDBy1qMP9Lzpi3NBymbLLJ95ZbJ,955,57
249,E,11/12/2019,8/18/2018,84,1,14soJi9Gy8YgUcTQboi1pyLmTmwRAph6Ey,805,61
250,F,10/3/2019,11/15/2018,19,10,19o8hxVkFcG93hUrp9rmBtmgnrXV3bfvsF,590,14
251,C,8/9/2019,11/9/2018,19,6,13hiopCrhZqdWVzBnaPUqThJNiCk3yq3bY,203,81
252,H,8/16/2019,8/18/2018,47,10,1FqsGy8JmS2QWd6sxPG9nR7GRvVUZADFht,580,30
253,I,11/4/2019,9/6/2018,84,10,1HdRvFAWj4nDQS2ZEc94sLTUG1yyvTKxqm,530,68
254,C,9/1/2019,8/23/2018,99,4,12n6fj8vA8YijVHtxSQN2EKSL2kPiNd3hE,162,90
255,C,10/16/2019,10/11/2018,35,3,1A8HAmabVYLTazTTtEEybfPMaa2KBog155,127,57
256,N,8/17/2019,6/16/2018,91,3,1HxiuKKNpbwWzLyfsZHjB9fZDKM8E21BXX,788,86
257,L,11/25/2019,1/15/2019,3,2,1DgEow4qLSVEqRFp1M2wESsCdmH1VUBVVP,281,29
258,C,7/2/2019,5/19/2018,10,2,16BXYh6NTCfvVQzEqTy4Whfch5urPwnDfd,807,48
259,E,7/25/2019,11/11/2018,96,4,1FtM6W8xEYLKaFSCyrU8ReqAviXFDabXxQ,448,22
260,G,8/20/2019,8/21/2018,93,7,18nuf8xS9LuRxJRR2cBQXsPN6TowkLFCM4,888,92
261,K,7/29/2019,9/6/2018,70,6,1G1taNLLRF6veWewqSHr6TaNowxLsCTwdy,268,23
262,I,9/26/2019,4/16/2019,98,10,1KQrEnUzagDFmP364JT7wPZct6ZVEeSDkL,331,95
263,F,8/21/2019,11/4/2018,58,3,1JNQKDF52PML8SMKRREM1cVBHLNE9cz6mU,954,45
264,E,6/4/2019,2/13/2019,69,8,1BCJJjCXBFwj8am6sHwcWDMNokcPAnMV2Q,210,97
265,P,8/1/2019,1/22/2019,14,5,19ALhrxNDSUw5GG83oZoA9nuesUjYAopLY,896,29
266,O,8/23/2019,9/3/2018,77,5,1LGpcTZ9u55KD8wMEgJS2aYdqECJycgrZj,732,18
267,E,10/20/2019,6/9/2018,66,5,19csRaEVRhuokTpdSyeP2FJ2Yj1dsFh2pw,89,21
268,I,6/9/2019,4/4/2019,39,2,16i1kPZzQYGEtLYL8LL2XV2uUsXkBqSE4p,740,13
269,G,11/21/2019,8/28/2018,84,9,1KYjmLVYaYwsLBTFEeVwZk8rteRui799wq,48,43
270,G,10/7/2019,2/26/2019,20,7,15LDgHGvXiVBAbFHGiGqahQvbmuJ12Nx1g,425,11
271,P,8/8/2019,2/20/2019,80,1,1LVB8ruwWcnHG9n62BfYce7YbQ2XBYRTTL,240,81
272,N,7/13/2019,11/11/2018,33,9,1EwwV39n8pyxD8x5g7gcUe87q4tC1zpdxb,848,82
273,F,9/3/2019,7/27/2018,92,7,1932hBeSoF7JcgWoX7rqnGvKWQmjZhXoZn,871,84
274,J,7/5/2019,12/16/2018,40,3,1Di9QWsF1uTzN9iZXdprHv4yJjheSJDAdL,85,53
275,N,7/1/2019,7/7/2018,49,3,1BqeeEhEeGM1T4dwsqzkE9A7Vf7Vp4jAfx,684,12
276,O,9/17/2019,8/1/2018,55,8,1Jjw8jQ191CgCJv7jr8oZiKWExbM8DiGHG,825,29
277,A,6/19/2019,10/4/2018,10,7,1HkSw8WCLubBpuX6dt5xP4YMC2YAmpwaud,161,22
278,E,8/27/2019,4/23/2019,7,3,1E7CsJTVJQRXP7C7y91Axw95qCxvHkQeZq,759,99
279,B,6/24/2019,8/28/2018,61,2,18wHfXMJgSUqy1d96CoME1tmy4jL4qpTXp,495,70
280,K,9/2/2019,2/28/2019,58,4,1BycBSjMqwTUf3DTNcX1ZLEaudAoKtQmtr,184,41
281,A,11/22/2019,6/24/2018,45,1,1FfhgrTVoKHV7LzbPqW64NERt5PBuSQ13p,190,25
282,O,10/31/2019,6/12/2018,62,3,1BEvDqXHmXA4ivZKY6mwURVFZyerVqgGai,421,21
283,I,10/2/2019,5/20/2018,84,1,1Kzw2GFwH8UEDG5jSMeifabZUpXTvEEb9A,694,63
284,L,8/9/2019,1/22/2019,96,2,1P7u26Do45LP84YNsJPqGk6yy1mmsYsJK3,600,25
285,M,8/18/2019,9/11/2018,80,8,19oqsVdwYBxhkxp5iYLsdfHdf11B621Xkn,963,47
286,E,6/19/2019,6/28/2018,67,6,1GeU8tpzQi8NbKkwWzycDi8bzJ3GZy7BhH,122,59
287,H,7/15/2019,11/15/2018,75,7,1NnxC7kpPHVwJ2u8RzMVTsGG4Ng312i2st,492,97
288,H,7/26/2019,9/2/2018,23,3,1DDjw8VFZV6ZcWYncExvbgEQTyprzZe88h,824,100
289,I,6/17/2019,5/17/2018,72,9,1JHjP6Mb7TkzRBXdNxRHNsMgvtUqrrCrt,330,7
290,D,7/2/2019,9/17/2018,92,4,17WfEoCqV6xRs6Scn9nVdiiXeZsCiFLugS,677,70
291,E,11/11/2019,4/26/2019,85,7,1HPgQvzAanU6BTAEzpEB4LJLkV1M8mL7L1,198,99
292,P,7/3/2019,11/7/2018,58,9,1qxweNDaYtQq48rFE95BAUMRwKQMeYQvf,160,95
293,I,6/24/2019,9/22/2018,4,4,1Fz7c3Ad2RjEeYXPP4MvQC9xXB45wQpYMG,254,62
294,O,9/23/2019,8/5/2018,49,5,1FrRV1WiA7cSiD6Xo2JVrzc2DpK2Xx7Ncz,689,52
295,N,11/15/2019,4/11/2019,95,10,1G3KYmftR1jLZzZrJ76eEAXZi1qkYdGE3E,806,31
296,J,7/17/2019,8/25/2018,82,5,1Dn2sYaMhWrsCzW62hWyCx5oTdjANNhbaN,861,95
297,J,7/4/2019,3/3/2019,17,6,17mhBu7B1rMtdxDHvwGrD2JFmpDJXrFj5c,378,1
298,C,6/9/2019,2/25/2019,16,2,1EwhAfmYwrkrch1oS195LPcT93tjdN79Ad,297,72
299,M,6/9/2019,3/19/2019,30,6,1DBW2VAmJZTXxByTvrxtS4DH3J79ReGZE,526,57
300,G,6/19/2019,11/16/2018,62,4,1Hi71nPQ5XXLV8Xi1jTGdZfHEHeRuRAWSu,790,38
301,J,8/12/2019,7/5/2018,51,9,17kxgUbsSxMPT52Tbp12Yapn44P3QiSztZ,588,38
302,G,11/14/2019,2/10/2019,60,6,1Mmpim4cZ3RujU4E9HWC5r5h7FgiLgjGqZ,563,57
303,I,10/29/2019,2/7/2019,48,4,1DQbG4Y2AZPTEk6QC8WgSNzC3PkxkLnsZC,395,78
304,H,7/13/2019,9/3/2018,49,8,1NKqLKRSaLBCVLu18m8kf9sL6J4TKTvoSD,128,93
305,H,7/18/2019,1/4/2019,65,3,1CnwBrbvCScETkbPy1cfXcBb71aPBcCytF,903,90
306,F,8/27/2019,2/18/2019,49,8,13WsMRNkvj8h3TuU5BFTEZxk1phjchRxVC,963,2
307,I,10/3/2019,5/19/2018,76,1,1AZuJH4gUJSZakTm1qkBBJ9QXtxKxj4ppJ,451,88
308,E,6/22/2019,7/26/2018,45,8,14S1rQUMKrX2UA4qiauCpzBMKgBvSeMw84,919,22
309,B,8/25/2019,6/15/2018,16,2,16pYanxo2wkdrYzdsPRBAgr4y1AXRzNz7b,197,81
310,P,9/25/2019,6/16/2018,35,2,1DaBYZvJp3ShiorNZKZt5NndTaCBij74v9,762,52
311,F,7/28/2019,3/24/2019,37,1,1NQoc8raVXfYr38uq2dUYLRCxUbEcGGNCP,604,34
312,M,8/20/2019,3/16/2019,22,9,1KPZec2PHig1gvr8nGJPrnPuVxA9KxBf8L,192,9
313,C,9/8/2019,10/24/2018,72,10,14TFo4mQp8wvAdcCXPLpmhQ4ry4JxCfRzu,320,89
314,F,6/14/2019,7/30/2018,17,8,1EyAz4DCczP2n55kTbHRkDL4zWeJhDyCdp,919,96
315,A,11/20/2019,6/11/2018,68,10,1Co68RudBv7BT6LXE31X3zpitPxGNZNa6k,964,27
316,B,7/20/2019,10/7/2018,35,9,1NHSvk675jnwxyUuwacqyp1pdCRvJzQHBj,905,79
317,C,9/20/2019,8/6/2018,88,8,17MwaegGeiiAHnJ1XspFqpzyjSqSNb49i5,998,98
318,M,7/31/2019,5/25/2018,30,9,15BWAMM3kAQvy7bhX4heH4aQrapNQVGB9F,158,69
319,M,9/14/2019,3/10/2019,15,4,1NarviDaG39gW1wFoncUJhVhRDjzV1kFex,775,44
320,D,11/17/2019,12/9/2018,95,4,17k2tJRuwAMHcFwwk8LGurzwmZTNn2SYzW,9,41
321,C,7/25/2019,4/13/2019,86,4,1Lm26nt7cnCTgRiNz1HKxLpW2w8pqPTfaD,997,96
322,L,7/26/2019,2/8/2019,71,6,12ycs2Wws2zZp3i7nMBN9o43rFUNEhmCeU,150,42
323,B,7/19/2019,1/18/2019,53,9,14mFGQit5aEfHCG8kN8y3uAAsvTDvEjon5,103,40
324,N,9/22/2019,6/18/2018,45,1,15EwcVnkLDhZJwP9uAJ4mESShLX7WJrmzx,267,75
325,H,6/25/2019,5/29/2018,64,5,13HPytEyCpqcGUDUg25YtSmwFAZGJN6xRA,75,20
326,C,11/3/2019,8/15/2018,46,4,1DAVGKvEC2tUrREhgBQaKD6CfYq3kHTPx6,389,56
327,M,10/27/2019,9/12/2018,70,5,1P1bhzwR3ZP6zYi5M6khGKJmjbkEeu49d,535,41
328,L,7/10/2019,12/3/2018,36,6,1Lo2BrL9rEFg9KC1pBGGBRVv6xcF7Dx3vu,165,82
329,J,8/8/2019,9/2/2018,56,9,1Fvqh8GnykYeYn19bdUucwKAJJU1e1HDS2,374,76
330,N,6/20/2019,12/29/2018,89,8,1BBHiEnxpRG3NWGeVqyMpVUkCNkS4x6PBH,940,12
331,H,10/29/2019,1/6/2019,12,1,1PwqF6WcBaWAtES9YAyXNL7caB3Ex45wTy,408,76
332,G,10/14/2019,6/1/2018,46,5,1Pzhpruy8HJrt8rnEfhmMv4zKxjXEZae7a,757,73
333,B,9/11/2019,11/25/2018,32,3,1NoEE1VNzFnieKrdpR2aPdXuCsjgq3MXaU,580,8
334,K,9/17/2019,11/16/2018,89,2,1BBZshsHAHaFY3n5n8QGCwwQ9nPGdNuNd8,642,45
335,K,8/15/2019,7/22/2018,73,6,1DtDVXmYQo75AepBSzLPQUEpLjJMNFKswM,3,75
336,O,9/19/2019,1/2/2019,77,10,19NBUy1ZJhtu54S8Ded1hni6Z6mseSYZQA,175,54
337,P,9/28/2019,10/13/2018,10,7,1MJvgooZLDcyCLokp314mskcMtCveUYeWG,485,40
338,I,11/17/2019,8/28/2018,82,6,154hGdaRS129Njju3rEFY6vzLAMsC3iLC1,801,32
339,M,7/19/2019,4/15/2019,87,9,1PARhAmKibHCqjHpcrQ4AqGbzyjFebTKhy,748,24
340,P,6/17/2019,1/4/2019,32,9,1JZ1jRHymWNEZUCiEgBQM2oqtyZhyiqTRK,373,79
341,O,7/18/2019,6/14/2018,55,8,16Mqby14hE4XhGYXz4TgVTT5kKHVNNBCXG,584,58
342,E,7/23/2019,5/13/2018,12,1,1MShAc46kqCToMpFZR5hDHoXi5y3AdyWLR,101,39
343,H,10/21/2019,2/12/2019,77,4,15zvx4CSFAqi6J5aqXTCtxTJbiBjVqmU6T,962,86
344,P,11/15/2019,4/27/2019,5,3,1F38Jwzr9tSYR75tqySV5niQfWHs6bPxXy,842,4
345,E,11/3/2019,11/30/2018,81,10,1Geiwhd4omSfqLdNUFWv2uWNsuoT65yGKp,656,38
346,O,9/10/2019,6/17/2018,73,1,1BMXU1t33i6xjCtRQpXBrSRPcrerSorSCz,390,13
347,E,6/9/2019,12/18/2018,36,7,1G3qGkuYjvKxN6bb7ZbzoVzkcQRc5BfeC7,704,21
348,G,11/20/2019,7/14/2018,24,10,1vR3LoRp2ogY5FVp41BLUXxpakCsvQ7nq,791,11
349,K,10/18/2019,4/27/2019,31,9,14hbZd3cT6ko7a3mnHbth8JbUF7aEKWAgH,785,76
350,G,8/21/2019,5/29/2018,81,10,1PFp2NpuPu7WL3Tk1vEqwgDaNVu5LLCVph,404,76
351,G,10/27/2019,3/15/2019,80,1,1LiQjKGRe2baKrY7NCsMqjUqWUTHq5MQx1,715,67
352,K,8/13/2019,12/1/2018,61,5,1AEq9GoJQ6VeN8viZmd2FZb69sff6ztovD,515,47
353,G,8/23/2019,8/14/2018,68,4,1GqSVy6zbw7fSxVRCbUTYACmZMEodnVcXf,629,47
354,G,11/9/2019,2/15/2019,80,5,1EWmqtMVo3opjqknoEtszJb5EtesFbzRVq,821,80
355,L,9/19/2019,9/25/2018,52,9,1PkoVwXmXtHrJb8sUCaruuCQASzsZd7mZ1,985,82
356,F,10/12/2019,7/13/2018,36,9,18NVz525aDRzcb1jJhV4pdh24dt3irdcia,771,58
357,E,6/24/2019,7/15/2018,19,10,1G7RkXNzMzq5PPPnvy3qgo1ctkVaB41WWN,748,42
358,B,10/29/2019,1/4/2019,77,2,1JTVq2j49fQNxqDVk6mZKXhe6mjjBx6oi6,196,22
359,D,6/27/2019,12/29/2018,1,4,13s1zfFnf2SfcVKfjReQhBPqbnds7HjuAa,3,16
360,D,10/2/2019,12/20/2018,12,6,1Dy6CxJEoURec9LSV6RKdDbp7Nr7z9hjjm,113,81
361,D,10/25/2019,9/16/2018,31,8,1CmXn3muBikUNr5x2ETGAaUA6uQNcvXdwF,493,57
362,G,11/28/2019,12/31/2018,18,2,1CPDrj5KKfHwWx8DoTWnMFc5yDoDUGCqzG,605,90
363,P,7/26/2019,11/30/2018,23,3,1G6AS8MbJMMy2S7foyZhBMifwDqGDt7GrK,762,37
364,G,8/7/2019,5/6/2018,37,10,1PGeeZJA6ucFxPnDq526XCZXn3RzxUydye,851,4
365,I,9/15/2019,1/10/2019,67,9,1LaqKBvX1QUEaeYRTwLWSEJghc3sg6i95S,259,61
366,N,7/23/2019,12/31/2018,45,3,15xp1LZrSNEudeZEHWtE61xmZj7Uwr9tKe,141,85
367,P,7/22/2019,9/24/2018,37,8,1LhtWZpsJn3fY89rZo5EhoEKYMKJNFrc2w,395,87
368,F,6/25/2019,6/29/2018,82,5,1PtRugqFy1FYuSbPLQxPZYuFcC9Y2FNrMB,779,55
369,M,7/31/2019,10/4/2018,44,2,14yKJawR2mt7txrrEYEfhH4nWuMfqQLo1m,905,28
370,I,9/10/2019,11/24/2018,46,1,13DSXysov8YXP9AGBdegDDkeWgrzWzHqkr,299,46
371,F,9/24/2019,5/7/2018,80,3,1ETbkwCnnmJgobvvenH2LWhvyRYLbjwAH9,203,71
372,J,9/23/2019,3/25/2019,76,7,12GFK2gv7dkLhLQqtpVZCFssM2UjjWcv2n,974,82
373,K,7/26/2019,1/29/2019,34,1,16qG8PJiZoF8pZvQQY8E1qgZCdaVJT1v2m,724,8
374,B,11/7/2019,8/15/2018,55,8,1LkQU2QouqNxZW2rZigMkFHoHz8XGzaKet,424,35
375,B,9/2/2019,12/25/2018,2,5,1LgnHxvt99dUPfmMDkZYB6DFf5rnyVstkW,742,79
376,K,9/19/2019,4/10/2019,8,7,1H9za2evHEoKYkpZB28gob4UTaSpwJzP9S,831,7
377,H,8/15/2019,11/1/2018,43,10,1M69cr7ifaPsNmwcy15sAfngnD52DWDofD,924,72
378,C,10/15/2019,2/3/2019,28,5,1LYRDfCoFiGpLTMSCDqBns81BFTJzjrxGH,719,27
379,J,7/16/2019,8/31/2018,6,10,15RuCR2gR3P6TRkgAgNhQj21siW2m9zquT,165,80
380,D,6/11/2019,4/27/2019,87,7,1KdukU4VUFa7ctK9QcuEEFB8otRPh7oyMA,60,71
381,G,11/18/2019,11/26/2018,32,1,1MgfnwVyFjN8hkTHutovuLmBK9m9cee3k6,250,35
382,F,9/28/2019,8/23/2018,51,8,1UmEEbEWnN4FtMbvXJHE4J5vgD8YDi2WR,739,22
383,M,10/16/2019,5/12/2018,31,2,1E4yQZWKh1gPVxgFURxhauxpAMQMjSc4ox,357,51
384,L,11/4/2019,9/26/2018,19,8,1P1VLZRueZ7qWFTK3AdM5vqmWyU6fXYaPY,572,40
385,G,6/12/2019,12/6/2018,29,1,166HgvRLXxTb7gHc8ZQ3TiaGkqBPRj4ZTZ,977,33
386,E,8/18/2019,3/26/2019,44,10,15ETE6LsGCEqMRiATbpa6iVCRv6p3AyTMb,51,19
387,I,7/11/2019,3/3/2019,58,10,149EB7pmSP999FyDDEiAXP9n51v6X6iof1,550,15
388,A,6/10/2019,1/26/2019,81,2,16tBUoubRsdYmNbQbgMi9YaxKZV9YUdutb,331,91
389,M,9/29/2019,8/24/2018,12,2,1J3tXa3sfdva5Pk5X3vPzRpXEW5f91C3JW,902,87
390,O,11/5/2019,9/2/2018,71,1,1C6mTsiAti4Xo4tvPN6bs2xvbbKMEL7djX,25,79
391,J,6/2/2019,6/3/2018,43,10,1CFccSQP1Gom6WMF9Ug9QmnSrZiX3aT8jg,861,63
392,E,9/18/2019,12/23/2018,48,4,163ViHVgLmNdprmCgUPouuEcDV2gcUpN9S,786,65
393,H,11/21/2019,3/15/2019,59,2,15q8DLwuUegZzUgRYG5Rv93RxtHFUR8pwQ,455,88
394,H,11/5/2019,5/1/2019,94,1,1MLxjxA6NJ3LJ4Pg1GhPKmUhaJTbY2pZV6,230,52
395,L,10/15/2019,4/13/2019,25,5,15skca5h72xnaTLPPiGq1AxDd8SjL7KpFi,928,55
396,G,6/22/2019,12/1/2018,95,3,14jRqWsnV1sHJ4GTQnoJhuix4UwUgVQLTQ,866,10
397,H,6/13/2019,3/25/2019,4,9,1DLDNQbMzfxiTbr7QAkKj2HMtR4hqHQMt2,763,4
398,N,10/28/2019,12/2/2018,5,5,1EMyoPsHVLvBGVepsHf7VxbL6ZP2mvxUwo,181,45
399,F,11/27/2019,4/7/2019,73,9,1NMEr5Tdiy1psG4mv7K1n2U1pWrLT4eKro,854,95
400,D,6/12/2019,8/22/2018,71,8,1DgPJMRUeKVBDDLywXHDS7M4TpyLimMS4c,21,32
401,B,11/16/2019,7/29/2018,46,8,17STk3jA3DRCP6aeY84nfXdYd4NRBjSxW3,22,49
402,N,11/4/2019,9/2/2018,27,7,17TsDZjBn9sXbBjfQVoV8Q362WEEVB7sds,183,53
403,O,9/19/2019,2/12/2019,93,10,1Hm3YVUezbMVGfmjmWopSTmbEzwhNkpfmu,291,45
404,H,9/17/2019,5/31/2018,57,4,1Cq7qqTY77kTwjnWcXQBYisZVpL4RkwCZ1,714,50
405,F,8/19/2019,10/5/2018,97,8,1M844kK2Mt8r7TppomGvt798zq3vdGqwZA,39,76
406,L,9/28/2019,5/12/2018,8,6,1ARi6kB2XoTM9EVDgi76SB1S3zaN68FL1m,210,35
407,M,9/2/2019,3/12/2019,74,1,1FX8FirfhcXdLqbKzFB77iYn4oebNMHpv1,181,24
408,A,10/23/2019,3/25/2019,48,2,1LoWk2pYdKz1ywbVwMmJb1CwAVmjMh5fcs,439,9
409,A,8/31/2019,12/30/2018,93,2,1C7BT7Lgk1ojN8jSQTGkEgdZtNA4nC2ayT,580,56
410,G,6/8/2019,1/3/2019,41,5,1irsXJhgmFTQk13eSLYtqmPzXKp3FAn9k,617,13
411,I,10/28/2019,4/25/2019,43,6,1JvDr1Fv4Q4GPRFL3db8RVPgJxAzgx3LyS,642,62
412,A,6/5/2019,5/6/2018,8,6,19WvnTYAJuJWacyuev8g7e7pzr3WcCzn93,647,53
413,C,11/16/2019,7/7/2018,1,3,19fcYficarSmbSbc3unkdug21AYdFav6wk,279,8
414,H,10/1/2019,11/10/2018,52,8,1GxCDmdyrcW9ikVRgUQ3YQshSZ1jS7KXyu,679,71
415,H,10/9/2019,2/24/2019,93,4,12jmC5bh67pyHoyQFaPycbNuD3yTS56LKh,273,91
416,M,6/5/2019,5/16/2018,25,1,17Hj1yJtX6zKmNMHKeerWY8fK8VEwQx7eX,250,67
417,J,8/12/2019,12/4/2018,45,5,18VRRsvxBeDtjtePKEsdZ8he6PXBP4Uakc,921,77
418,F,8/16/2019,6/10/2018,18,8,1AEFHbTDfRWw2MbvQf8R2fz8982pnJEV2S,2,25
419,M,10/7/2019,3/2/2019,44,4,1NSU9R4GPpQpaXCAKbeBEJTb14PvpxYA1U,728,94
420,C,6/6/2019,6/6/2018,79,1,1MG9LK4fD8qnKxdzx2zCCWTN9CDKJytess,706,90
421,H,7/22/2019,11/12/2018,84,10,1Cc3zghdbT7vvupnMT4Q4f4yQZVYxXcjcS,51,67
422,C,11/12/2019,6/2/2018,74,9,1CWHE6bKCrxUKgBhkhVkRqvXDe4qoVfnUJ,658,57
423,E,10/3/2019,7/15/2018,24,9,1BR9xoXxZR3xxAqLKuyKu9wuKuefdCMPKB,865,53
424,D,10/31/2019,5/28/2018,6,7,17EexoXwb7MT9oaxtr6ZFeP42LGGzTYQk2,878,45
425,N,11/9/2019,3/23/2019,11,8,125YXuTGPd3rafiDWRoZFSuELJRtywT7Gy,543,56
426,F,9/30/2019,5/27/2018,48,2,1ExucgM8a45b6KauPeY7g61euwUvKhhBPM,806,64
427,I,8/14/2019,8/11/2018,65,8,1JUaNgqoNUeNeYJqN4udMF84zDmnDBSYPa,604,49
428,I,11/19/2019,5/23/2018,37,10,1KRiRLRq56gvsgKBf4cvizeWeNZqhbY7Gs,135,7
429,J,7/5/2019,11/30/2018,82,5,14xEnpkhZtAibMXvFSzs9GREGHThUYSpht,831,25
430,A,10/20/2019,11/19/2018,14,6,1GhujHTr6rPvqTzzWrQoHJGknGMvYuaJNt,843,78
431,L,10/6/2019,7/13/2018,61,8,1LcpXbTRmL2JiMpKsLotnewbZaE1ffiMdS,626,24
432,I,9/12/2019,12/1/2018,15,5,1GHuLawoUR8JePGbKoCDPKYsTseyqqQ6wX,398,92
433,F,6/13/2019,8/24/2018,55,5,1PzQKAox7qHdygYZAq5VyphvtieKnKZ2pJ,65,27
434,J,7/8/2019,10/7/2018,42,1,1TuLYhyWekjprc8s3jkLLNsJ5o1fw76tz,900,74
435,E,6/22/2019,3/11/2019,59,8,14LdSeRfoqrvCCTUnSsr5pETGAdWvBHkcq,202,49
436,P,6/14/2019,10/31/2018,100,6,1JXjoru3MT2PUQkJBbxzdguBZ95SBnjHi2,844,94
437,P,6/29/2019,9/29/2018,16,2,14QdHDyPLG4fzdASPkMYTxFPGbNcdFTeq9,51,95
438,C,9/6/2019,9/3/2018,62,9,17ojPM3g6dd1QvP53ea9s2sGaxNta4iNSU,181,33
439,L,8/24/2019,5/25/2018,16,2,17mv2PDgGJmRuJ51gVx1wCtTcCNrb8sob5,25,94
440,O,6/22/2019,3/1/2019,67,1,1GouQWWt2Wv7MkEsqbrsiBRyMjh77o9WGZ,179,83
441,A,9/28/2019,12/8/2018,21,3,1SB4tRN5w4noFuFCu87WttCrbAcKoS7ek,449,19
442,G,8/8/2019,12/15/2018,52,6,1ZvKpACtJsUCAQG5oY2N1wEjAFa2jpucw,517,89
443,L,9/22/2019,4/16/2019,99,7,1L1eB94BTQukfYhCJ3u8L1Pj4wKRvEta8v,475,93
444,O,6/21/2019,5/21/2018,67,3,1L7aNC1GZKgMboat73F1rBB1k37EbTequ,389,95
445,C,6/2/2019,9/6/2018,69,4,1N26t6UVEdQdBieGqbMgkCYfQxRZcj5EP4,216,7
446,H,8/24/2019,9/17/2018,16,1,1hMGFc7fVqYwLWM9Bvcv4tGtkuiGsAnjA,29,46
447,K,10/29/2019,4/30/2019,33,7,1AKzR1RRCCEyFMmTNoVxcnaKty1pGunb2Z,890,2
448,K,10/26/2019,9/21/2018,17,5,1LdDjbi2mZYLQ88RJB8B3aEKPje6KRS3i4,394,10
449,F,6/25/2019,5/4/2018,5,8,139rmtaJft5uWtqDCeQbyUpmdhoQZsCYMA,58,1
450,O,7/7/2019,12/31/2018,52,6,182rk98TeERDnXBGoXSmA5pVCEzRwWut6d,70,41
451,A,11/14/2019,12/22/2018,29,9,1H3kMc7PagcpdqxaWLxzuaGWwsUPWf3vTD,467,41
452,E,10/29/2019,8/23/2018,93,3,1JAnZX1xAkZbb37vJ3kBarBQGEXT9bKx5h,651,95
453,J,10/19/2019,7/2/2018,48,5,1E9yU2sJMH4YqW25VXqaHyHPRirvwUD7aa,761,44
454,L,9/20/2019,12/13/2018,80,6,1GKeFokAN8bTA65xWyEjD2yFdTxoJy9Htr,463,32
455,P,9/1/2019,6/10/2018,100,6,1Mfy7Yaoyd1Xkfczui7k1U1sdHaJrKGunm,224,96
456,B,8/5/2019,1/27/2019,47,4,19ecf7XcKRp8hYCmxCLCi8VMdJJ6Ydcg4y,861,91
457,I,8/17/2019,8/20/2018,25,7,1N7zMQYSDrWLQgNnhXALPXfzHqK2PB8hyk,613,83
458,E,10/29/2019,9/9/2018,89,3,14VSzkLdi8waiGx3W8m6osCHvB25AvhEpJ,541,100
459,A,8/27/2019,4/13/2019,77,2,1AU38cRFgP3Un6UhS3crjSNdsBmGff5B2S,378,98
460,H,10/16/2019,10/10/2018,14,5,18hCakUyrJiqgyqTTFtan4WhtStF61zjhc,160,59
461,B,11/18/2019,7/7/2018,27,6,15oBwgKQmBW7sPYQmdP8e5LcpCsAKb7VzT,506,33
462,O,6/8/2019,5/10/2018,12,5,1LqVciA7Uhj3cJ4xrpySvnd7hAv7FXQreJ,674,3
463,O,11/3/2019,10/23/2018,92,1,1P64KHKr1hHxPs3NaNucAmF39U3YybdTCt,402,70
464,L,8/12/2019,3/26/2019,62,5,1i1N4P9nnNSdYDUvZezLpURtE6FfuedZM,387,38
465,M,8/11/2019,1/3/2019,86,2,1MSMqQgJJHLkMNMqt3GemvVPNs3RyJUdEk,226,89
466,P,8/16/2019,3/30/2019,18,6,1P5m445RiHqQmfKqM1X7WJdk2HPwgnygwF,284,43
467,J,9/2/2019,3/30/2019,60,6,1NKvqWVAp6yfxdTj3VLJUWxXTJUdRdKCnm,420,89
468,A,9/10/2019,11/26/2018,3,8,15Zf7Gwrsn7svYrpxrtTPUk1eZborzXuRH,320,30
469,N,9/28/2019,2/10/2019,35,4,1DxbvnAT8DX8qYJdTGSmUR2sKqBqrwCBUQ,132,88
470,C,11/13/2019,4/28/2019,65,10,1LZqcaSN4wpeg5SeGHEq2xKmy1wYBcXAT1,526,48
471,N,11/12/2019,1/16/2019,41,10,14XqvjoDYXgPCr44ydFnnzKYwQREYmxKGP,922,61
